alpha,Lambda,sigma,Kappa,Kappa_,A,B,m1,m2,E0,E1,E2,E3
1.0,0.15,1.0,0.5,1.8,1.6,0.22,2.0,3.0,4.144674404526282,4.642476221961101,4.992669320754537,5.299096841517635
1.0,0.15,1.0,0.5,1.8,1.6,0.24,2.0,3.0,4.145157152028762,4.642690119163004,4.992808090390752,5.299226557398076
1.0,0.15,1.0,0.5,1.8,1.65,0.2,2.0,3.0,4.143377617905234,4.641924849434274,4.992314155996494,5.298764659220134
1.0,0.15,1.0,0.5,1.8,1.65,0.22,2.0,3.0,4.143841909728304,4.64211834678473,4.992438439349045,5.298880968679873
1.0,0.15,1.0,0.5,1.8,1.65,0.24,2.0,3.0,4.144313074339174,4.642319176474972,4.992567820210057,5.299001958294822
1.0,0.15,1.0,0.5,1.8,1.7,0.2,2.0,3.0,4.142602391549272,4.641611571435571,4.99211348844093,5.298576574092957
1.0,0.15,1.0,0.5,1.8,1.7,0.22,2.0,3.0,4.14305453883892,4.641792795163277,4.992229504349222,5.298685367462119
1.0,0.15,1.0,0.5,1.8,1.7,0.24,2.0,3.0,4.1435138717048305,4.641981179717639,4.992350303927517,5.298798499296381
1.0,0.15,1.0,0.5,1.85,1.6,0.2,2.0,3.0,4.144655691410209,4.642427076890863,4.992639758175503,5.299070978564166
1.0,0.15,1.0,0.5,1.85,1.6,0.22,2.0,3.0,4.145144532999069,4.642639334584041,4.992776886176029,5.299199175104411
1.0,0.15,1.0,0.5,1.85,1.6,0.24,2.0,3.0,4.145640016802228,4.642859259378591,4.992919576690713,5.2993325614177165
1.0,0.15,1.0,0.5,1.85,1.65,0.2,2.0,3.0,4.143813335537061,4.642072410011497,4.992411693741959,5.29885760693427
1.0,0.15,1.0,0.5,1.85,1.65,0.22,2.0,3.0,4.14428997955469,4.642271367094898,4.992539484648271,5.298977200401272
1.0,0.15,1.0,0.5,1.85,1.65,0.24,2.0,3.0,4.144773643076478,4.642477861334105,4.992672518657418,5.299101608879114
1.0,0.15,1.0,0.5,1.85,1.7,0.2,2.0,3.0,4.143017409561263,4.641750289714669,4.992205367032436,5.298664216905283
1.0,0.15,1.0,0.5,1.85,1.7,0.22,2.0,3.0,4.143481640998029,4.641936628828179,4.992324654109041,5.298776077891299
1.0,0.15,1.0,0.5,1.85,1.7,0.24,2.0,3.0,4.143953217869829,4.642130329885703,4.992448861664109,5.298892402217024
1.0,0.15,1.0,0.5,1.9,1.6,0.2,2.0,3.0,4.145112852721601,4.642584432093511,4.992743589681292,5.299169821095571
1.0,0.15,1.0,0.5,1.9,1.6,0.22,2.0,3.0,4.145614265073119,4.642802514926161,4.992884487779292,5.2993015459957
1.0,0.15,1.0,0.5,1.9,1.6,0.24,2.0,3.0,4.146122448802897,4.643028471727409,4.993031102741946,5.2994386063925845
1.0,0.15,1.0,0.5,1.9,1.65,0.2,2.0,3.0,4.144248743950311,4.642220025971818,4.992509258885812,5.298950583322555
1.0,0.15,1.0,0.5,1.9,1.65,0.22,2.0,3.0,4.144737710656426,4.6424244472492315,4.992640560347705,5.2990734636952945
1.0,0.15,1.0,0.5,1.9,1.65,0.24,2.0,3.0,4.145233841217075,4.642636610524824,4.9927772507162755,5.2992012941933195
1.0,0.15,1.0,0.5,1.9,1.7,0.2,2.0,3.0,4.143432163594307,4.6418890559454455,4.992297268388251,5.298751884015777
1.0,0.15,1.0,0.5,1.9,1.7,0.22,2.0,3.0,4.14390845339205,4.642080514769568,4.992419829277412,5.298866815103325
1.0,0.15,1.0,0.5,1.9,1.7,0.24,2.0,3.0,4.144392246348963,4.642279536747724,4.992547447662792,5.29898633464092
1.0,0.15,1.0,0.6,1.8,1.6,0.2,2.0,3.0,4.052651226766432,4.5929236238541105,4.955315532221034,5.2641108022356775
1.0,0.15,1.0,0.6,1.8,1.6,0.22,2.0,3.0,4.053216189378341,4.593128915173815,4.955445473185213,5.264229419885131
1.0,0.15,1.0,0.6,1.8,1.6,0.24,2.0,3.0,4.053790708606211,4.593342441539707,4.95558088580333,5.264352871944291
1.0,0.15,1.0,0.6,1.8,1.65,0.2,2.0,3.0,4.051682037510149,4.59258234849965,4.955099781983858,5.263913395860086
1.0,0.15,1.0,0.6,1.8,1.65,0.22,2.0,3.0,4.052229774646593,4.592773522474425,4.955220621930039,5.264024040897039
1.0,0.15,1.0,0.6,1.8,1.65,0.24,2.0,3.0,4.052787376665751,4.592972670444559,4.955346559569531,5.2641391419564485
1.0,0.15,1.0,0.6,1.8,1.7,0.2,2.0,3.0,4.050771333047846,4.592274303189576,4.954904899783291,5.263734441444053
1.0,0.15,1.0,0.6,1.8,1.7,0.22,2.0,3.0,4.051301910526451,4.592452277865748,4.955017541091761,5.263837960369511
1.0,0.15,1.0,0.6,1.8,1.7,0.24,2.0,3.0,4.0518426010829485,4.592637930969416,4.955134915881038,5.263945588361389
1.0,0.15,1.0,0.6,1.85,1.6,0.2,2.0,3.0,4.053159695199231,4.593079567734894,4.955417987095194,5.264206010700116
1.0,0.15,1.0,0.6,1.85,1.6,0.22,2.0,3.0,4.0537397160637525,4.593290673304887,4.9555516030891305,5.26432798689285
1.0,0.15,1.0,0.6,1.85,1.6,0.24,2.0,3.0,4.054329505309128,4.5935102462768445,4.9556908480236,5.264454937841422
1.0,0.15,1.0,0.6,1.85,1.65,0.2,2.0,3.0,4.052164580447246,4.5927286265370375,4.955196140994883,5.2640030224903835
1.0,0.15,1.0,0.6,1.85,1.65,0.22,2.0,3.0,4.052726983523419,4.592925214999701,4.955320394197083,5.264116794931439
1.0,0.15,1.0,0.6,1.85,1.65,0.24,2.0,3.0,4.053299477723178,4.593130003465027,4.955449891736208,5.264235152528876
1.0,0.15,1.0,0.6,1.85,1.7,0.2,2.0,3.0,4.051229413393558,4.592411858318844,4.954995759977722,5.263819016411058
1.0,0.15,1.0,0.6,1.85,1.7,0.22,2.0,3.0,4.051774254400604,4.59259487235465,4.955111578665013,5.263925456557102
1.0,0.15,1.0,0.6,1.85,1.7,0.24,2.0,3.0,4.052329446932923,4.592785783184457,4.9552322670161475,5.264036124604978
1.0,0.15,1.0,0.6,1.9,1.6,0.2,2.0,3.0,4.053667812853345,4.593235576682859,4.9555204728631885,5.2643012534984335
1.0,0.15,1.0,0.6,1.9,1.6,0.22,2.0,3.0,4.054262857464533,4.593452502461551,4.955657767469199,5.264426591723338
1.0,0.15,1.0,0.6,1.9,1.6,0.24,2.0,3.0,4.054867879331669,4.593678128157774,4.955800848584246,5.264557045378518
1.0,0.15,1.0,0.6,1.9,1.65,0.2,2.0,3.0,4.052646826785757,4.592874959662853,4.9552925252704325,5.264092678060957
1.0,0.15,1.0,0.6,1.9,1.65,0.22,2.0,3.0,4.0532238659442195,4.593076968207686,4.9554201948292835,5.2642095808640335
1.0,0.15,1.0,0.6,1.9,1.65,0.24,2.0,3.0,4.053811219887815,4.593287402981203,4.9555532556399315,5.264331198252921
1.0,0.15,1.0,0.6,1.9,1.7,0.2,2.0,3.0,4.051687242571704,4.592549459569699,4.955086640748333,5.263903615887975
1.0,0.15,1.0,0.6,1.9,1.7,0.22,2.0,3.0,4.052246321265522,4.592737518133125,4.955205639475057,5.2640129797629855
1.0,0.15,1.0,0.6,1.9,1.7,0.24,2.0,3.0,4.052815987633686,4.592933692114109,4.955329644302999,5.264126690633165
1.0,0.2,1.0,0.4,1.8,1.6,0.2,2.0,3.0,4.310640194472376,4.856371185917947,5.264022242878041,5.610636267393327
1.0,0.2,1.0,0.4,1.8,1.6,0.22,2.0,3.0,4.311098492380288,4.856595290441933,5.2641738911107145,5.610765578446911
1.0,0.2,1.0,0.4,1.8,1.6,0.24,2.0,3.0,4.311562381560724,4.856827483424465,5.264331588426113,5.610899983064957
1.0,0.2,1.0,0.4,1.8,1.65,0.2,2.0,3.0,4.309849019063813,4.855996691385907,5.263769754679027,5.610420717432422
1.0,0.2,1.0,0.4,1.8,1.65,0.22,2.0,3.0,4.310296927643608,4.856206777855227,5.263911277789327,5.610541583428639
1.0,0.2,1.0,0.4,1.8,1.65,0.24,2.0,3.0,4.310750833155336,4.856424805686844,5.264058482237246,5.610667176700265
1.0,0.2,1.0,0.4,1.8,1.7,0.2,2.0,3.0,4.309099779416676,4.855656492269001,5.263540954409427,5.610224977281161
1.0,0.2,1.0,0.4,1.8,1.7,0.22,2.0,3.0,4.30953697721818,4.855853300671823,5.263673283842077,5.61033824250983
1.0,0.2,1.0,0.4,1.8,1.7,0.24,2.0,3.0,4.309980528897608,4.8560578534163525,5.263810929964753,5.6104558968677125
1.0,0.2,1.0,0.4,1.85,1.6,0.2,2.0,3.0,4.31109103074501,4.856544224371892,5.264141594626379,5.610739165027257
1.0,0.2,1.0,0.4,1.85,1.6,0.22,2.0,3.0,4.311561486382269,4.8567746289326665,5.264297515102548,5.610872139041225
1.0,0.2,1.0,0.4,1.85,1.6,0.24,2.0,3.0,4.312037643865945,4.857013345603086,5.264459656657597,5.611010354228075
1.0,0.2,1.0,0.4,1.85,1.65,0.2,2.0,3.0,4.310278784020363,4.856159195794511,5.263881997479795,5.610517516527801
1.0,0.2,1.0,0.4,1.85,1.65,0.22,2.0,3.0,4.310738634324733,4.856375192561512,5.2640275045500395,5.610641801032271
1.0,0.2,1.0,0.4,1.85,1.65,0.24,2.0,3.0,4.311204607767095,4.856599351792131,5.264178854770367,5.610770949601481
1.0,0.2,1.0,0.4,1.85,1.7,0.2,2.0,3.0,4.309509498584792,4.855809422714047,5.263646760739442,5.6103162465322445
1.0,0.2,1.0,0.4,1.85,1.7,0.22,2.0,3.0,4.309958403985576,4.856011770135237,5.263782812077683,5.610432710641278
1.0,0.2,1.0,0.4,1.85,1.7,0.24,2.0,3.0,4.310413803393662,4.856222078671436,5.263924331676489,5.6105536906542985
1.0,0.2,1.0,0.4,1.9,1.6,0.2,2.0,3.0,4.311541534655934,4.856717317378987,5.264260977767042,5.610842105516387
1.0,0.2,1.0,0.4,1.9,1.6,0.22,2.0,3.0,4.312024117096084,4.856954025836684,5.264421173713357,5.610978746395513
1.0,0.2,1.0,0.4,1.9,1.6,0.24,2.0,3.0,4.312512509574652,4.85719926995616,5.26458776293823,5.611120776389982
1.0,0.2,1.0,0.4,1.9,1.65,0.2,2.0,3.0,4.310708265583367,4.856321747897067,5.263994266508677,5.610614352372928
1.0,0.2,1.0,0.4,1.9,1.65,0.22,2.0,3.0,4.311180030562451,4.856543658865529,5.264143760398034,5.610742058746489
1.0,0.2,1.0,0.4,1.9,1.65,0.24,2.0,3.0,4.311658042727433,4.856773953392877,5.264299259459436,5.610874766277281
1.0,0.2,1.0,0.4,1.9,1.7,0.2,2.0,3.0,4.3099189758509,4.855962394303192,5.263752588902144,5.610407547437557
1.0,0.2,1.0,0.4,1.9,1.7,0.22,2.0,3.0,4.31037956519865,4.856170284560595,5.2638923646513405,5.610527213321279
1.0,0.2,1.0,0.4,1.9,1.7,0.24,2.0,3.0,4.310846786732762,4.856386352770135,5.264037760438017,5.610651522151034
1.0,0.2,1.0,0.5,1.8,1.6,0.2,2.0,3.0,4.221146404362961,4.804245402105252,5.223380982628395,5.57476992449164
1.0,0.2,1.0,0.5,1.8,1.6,0.22,2.0,3.0,4.221684917167333,4.804469787967085,5.223529656978677,5.574891127007055
1.0,0.2,1.0,0.5,1.8,1.6,0.24,2.0,3.0,4.222231729987399,4.804703065346783,5.223684433305846,5.57501710958776
1.0,0.2,1.0,0.5,1.8,1.65,0.2,2.0,3.0,4.220220753192695,4.803872121442535,5.223133745913248,5.5745678671794945
1.0,0.2,1.0,0.5,1.8,1.65,0.22,2.0,3.0,4.220744169790848,4.804081267301615,5.223272283879851,5.574681173630447
1.0,0.2,1.0,0.5,1.8,1.65,0.24,2.0,3.0,4.221276252278462,4.804299020600675,5.223416497717782,5.574798895812725
1.0,0.2,1.0,0.5,1.8,1.7,0.2,2.0,3.0,4.219348846825363,4.803534848639132,5.2229099456640755,5.574384310158819
1.0,0.2,1.0,0.5,1.8,1.7,0.22,2.0,3.0,4.2198570692816055,4.8037297532279855,5.223039361059699,5.574490536451443
1.0,0.2,1.0,0.5,1.8,1.7,0.24,2.0,3.0,4.220374264177115,4.803932941189751,5.223174042773848,5.574600848515217
1.0,0.2,1.0,0.5,1.85,1.6,0.2,2.0,3.0,4.221643329049562,4.804418054527347,5.2234991112783105,5.574867260636837
1.0,0.2,1.0,0.5,1.85,1.6,0.22,2.0,3.0,4.222196211480337,4.804648773600172,5.223651980004273,5.574991894144165
1.0,0.2,1.0,0.5,1.85,1.6,0.24,2.0,3.0,4.2227575752269715,4.804888633807604,5.223811125548951,5.5751214465236165
1.0,0.2,1.0,0.5,1.85,1.65,0.2,2.0,3.0,4.220692890475738,4.804034236994274,5.223244905919991,5.5746594910160185
1.0,0.2,1.0,0.5,1.85,1.65,0.22,2.0,3.0,4.221230336570271,4.804249286623461,5.2233873477036346,5.574775999556955
1.0,0.2,1.0,0.5,1.85,1.65,0.24,2.0,3.0,4.22177664532581,4.8044731864688455,5.223535628067853,5.574897051773463
1.0,0.2,1.0,0.5,1.85,1.7,0.2,2.0,3.0,4.219797540498155,4.80368744464908,5.223014805315827,5.574470752989001
1.0,0.2,1.0,0.5,1.85,1.7,0.22,2.0,3.0,4.220319438805444,4.803887850180159,5.223147863028206,5.574579976614812
1.0,0.2,1.0,0.5,1.85,1.7,0.24,2.0,3.0,4.220850519631437,4.804096773548929,5.223286338011242,5.574693404109001
1.0,0.2,1.0,0.5,1.9,1.6,0.2,2.0,3.0,4.222139927440092,4.804590765030759,5.223617271059021,5.574964634072122
1.0,0.2,1.0,0.5,1.9,1.6,0.22,2.0,3.0,4.2227071475611595,4.804827822630851,5.223774337676766,5.575092702117648
1.0,0.2,1.0,0.5,1.9,1.6,0.24,2.0,3.0,4.223283027654817,4.805074271088818,5.223937856239174,5.575225828175979
1.0,0.2,1.0,0.5,1.9,1.65,0.2,2.0,3.0,4.221164751665476,4.804196401661147,5.223356091544974,5.574751146641059
1.0,0.2,1.0,0.5,1.9,1.65,0.22,2.0,3.0,4.221716199581842,4.804417360095701,5.223502440179906,5.574870860289651
1.0,0.2,1.0,0.5,1.9,1.65,0.24,2.0,3.0,4.2222767045647975,4.8046474116957265,5.223654790375843,5.574995245852657
1.0,0.2,1.0,0.5,1.9,1.7,0.2,2.0,3.0,4.220246000230664,4.8038400816659586,5.223119686006778,5.574557223071006
1.0,0.2,1.0,0.5,1.9,1.7,0.22,2.0,3.0,4.220781550405346,4.80404599281734,5.223256388633205,5.574669446602614
1.0,0.2,1.0,0.5,1.9,1.7,0.24,2.0,3.0,4.221326491064726,4.804260656489006,5.223398659734483,5.574785992353467
1.0,0.2,1.0,0.6,1.8,1.6,0.2,2.0,3.0,4.124360353779571,4.750709208694997,5.182103468734925,5.539447547988609
1.0,0.2,1.0,0.6,1.8,1.6,0.22,2.0,3.0,4.124984510860475,4.750930476466799,5.182247913604755,5.539561169244364
1.0,0.2,1.0,0.6,1.8,1.6,0.24,2.0,3.0,4.125620148046298,4.751161236071987,5.182398376252086,5.539679233871169
1.0,0.2,1.0,0.6,1.8,1.65,0.2,2.0,3.0,4.12329175677655,4.750342620548102,5.181863384974421,5.539258016968223
1.0,0.2,1.0,0.6,1.8,1.65,0.22,2.0,3.0,4.123895338543366,4.750547785995467,5.181997901542631,5.539364318818395
1.0,0.2,1.0,0.6,1.8,1.65,0.24,2.0,3.0,4.124510685836939,4.750762020084257,5.182137967114598,5.5394747110453935
1.0,0.2,1.0,0.6,1.8,1.7,0.2,2.0,3.0,4.122290171810541,4.750012986165413,5.1816460973429965,5.539085677984922
1.0,0.2,1.0,0.6,1.8,1.7,0.22,2.0,3.0,4.122873394118528,4.750203294863237,5.181771748577155,5.539185433443851
1.0,0.2,1.0,0.6,1.8,1.7,0.24,2.0,3.0,4.123468599474019,4.75040222248259,5.181902509774335,5.539288965082451
1.0,0.2,1.0,0.6,1.85,1.6,0.2,2.0,3.0,4.124904293770818,4.750880888100722,5.182220006285096,5.539539931690102
1.0,0.2,1.0,0.6,1.85,1.6,0.22,2.0,3.0,4.125545197769744,4.751108420161581,5.182368528717677,5.539656764999265
1.0,0.2,1.0,0.6,1.85,1.6,0.24,2.0,3.0,4.126197848165963,4.751345713774969,5.182523242390492,5.5397781707712
1.0,0.2,1.0,0.6,1.85,1.65,0.2,2.0,3.0,4.123806935097215,4.750503925214483,5.181973153207207,5.539345050022927
1.0,0.2,1.0,0.6,1.85,1.65,0.22,2.0,3.0,4.1244267761120685,4.750714896317205,5.182111461277807,5.539454351743788
1.0,0.2,1.0,0.6,1.85,1.65,0.24,2.0,3.0,4.125058663055128,4.750935194510732,5.182255478207567,5.53956786234232
1.0,0.2,1.0,0.6,1.85,1.7,0.2,2.0,3.0,4.122778294818655,4.750164967988492,5.181749748322422,5.53916785370651
1.0,0.2,1.0,0.6,1.85,1.7,0.22,2.0,3.0,4.123377282500709,4.750360658222528,5.181878935873764,5.539270419829211
1.0,0.2,1.0,0.6,1.85,1.7,0.24,2.0,3.0,4.123988545167708,4.750565213522489,5.182013380439715,5.539376871203101
1.0,0.2,1.0,0.6,1.9,1.6,0.2,2.0,3.0,4.125447920589886,4.751052624331287,5.182336573051872,5.539632346581145
1.0,0.2,1.0,0.6,1.9,1.6,0.22,2.0,3.0,4.126105539361761,4.751286427042517,5.182489176626496,5.539752395041459
1.0,0.2,1.0,0.6,1.9,1.6,0.24,2.0,3.0,4.126775167980262,4.751530261328042,5.182648145245707,5.539877145369813
1.0,0.2,1.0,0.6,1.9,1.65,0.2,2.0,3.0,4.124321850421425,4.7506652763229775,5.182082945142083,5.539432109507813
1.0,0.2,1.0,0.6,1.9,1.65,0.22,2.0,3.0,4.1249579230807525,4.750882058860708,5.182225047735453,5.539544413706157
1.0,0.2,1.0,0.6,1.9,1.65,0.24,2.0,3.0,4.125606319554821,4.75110842727596,5.1823730193548325,5.539661045551757
1.0,0.2,1.0,0.6,1.9,1.7,0.2,2.0,3.0,4.123266196588738,4.750316987207467,5.181853418518926,5.53925005197987
1.0,0.2,1.0,0.6,1.9,1.7,0.22,2.0,3.0,4.1238809259299645,4.750518064158652,5.181986144920001,5.539355430959951
1.0,0.2,1.0,0.6,1.9,1.7,0.24,2.0,3.0,4.124508219972123,4.750728252673857,5.182124275666861,5.53946480449672
0.6,0.1,-3.0,0.4,1.8,1.6,0.2,2.0,4.0,5.464232538501551,5.860600887667796,6.122089965085405,6.352417466702331
0.6,0.1,-3.0,0.4,1.8,1.6,0.22,2.0,4.0,5.463062529099927,5.860137112302519,6.121784644558578,6.35217580802824
0.6,0.1,-3.0,0.4,1.8,1.6,0.24,2.0,4.0,5.461864934204417,5.859656878702168,6.121466928208305,6.351923803587814
0.6,0.1,-3.0,0.4,1.8,1.65,0.2,2.0,4.0,5.4660133621607665,5.861295663306522,6.1225447068649075,6.3527766324473705
0.6,0.1,-3.0,0.4,1.8,1.65,0.22,2.0,4.0,5.464885737729204,5.860857342337611,6.122258180245899,6.352550420815298
0.6,0.1,-3.0,0.4,1.8,1.65,0.24,2.0,4.0,5.463731215187481,5.860402848087515,6.1219597667319805,6.352314472530335
0.6,0.1,-3.0,0.4,1.8,1.7,0.2,2.0,4.0,5.467678712023858,5.861932137982361,6.122958714185983,6.3531030796608094
0.6,0.1,-3.0,0.4,1.8,1.7,0.22,2.0,4.0,5.46659123981186,5.861518034409039,6.122689616798476,6.352890938765258
0.6,0.1,-3.0,0.4,1.8,1.7,0.24,2.0,4.0,5.465477487078241,5.861088073502827,6.122409158002604,6.352669653269732
0.6,0.1,-3.0,0.4,1.85,1.6,0.2,2.0,4.0,5.46320228821912,5.860283840768472,6.121880253227012,6.352248536406301
0.6,0.1,-3.0,0.4,1.85,1.6,0.22,2.0,4.0,5.461995322409049,5.85980767792428,6.121566874016601,6.352000358505269
0.6,0.1,-3.0,0.4,1.85,1.6,0.24,2.0,4.0,5.460759617806212,5.859314600095681,6.121240778811724,6.351741563372773
0.6,0.1,-3.0,0.4,1.85,1.65,0.2,2.0,4.0,5.465038853777008,5.860997148866696,6.12234701371658,6.352617406942014
0.6,0.1,-3.0,0.4,1.85,1.65,0.22,2.0,4.0,5.463876003640846,5.860547139269411,6.1220529117651665,6.352385080674238
0.6,0.1,-3.0,0.4,1.85,1.65,0.24,2.0,4.0,5.462685162818315,5.860080513369566,6.1217466174730655,6.352142762813758
0.6,0.1,-3.0,0.4,1.85,1.7,0.2,2.0,4.0,5.466755794649411,5.861650581260324,6.122771984774701,6.35295269366539
0.6,0.1,-3.0,0.4,1.85,1.7,0.22,2.0,4.0,5.465634691241314,5.861225446382519,6.1224957585314215,6.352734806256007
0.6,0.1,-3.0,0.4,1.85,1.7,0.24,2.0,4.0,5.464486268551295,5.86078402454311,6.122207880008175,6.352507535030583
0.6,0.1,-3.0,0.4,1.9,1.6,0.2,2.0,4.0,5.462169642506625,5.859967189577097,6.121670771457844,6.352079679496603
0.6,0.1,-3.0,0.4,1.9,1.6,0.22,2.0,4.0,5.460925478970515,5.859478669853037,6.1213493565396995,6.351824993011299
0.6,0.1,-3.0,0.4,1.9,1.6,0.24,2.0,4.0,5.459651401735561,5.858972779227581,6.121014906972245,6.351559418814865
0.6,0.1,-3.0,0.4,1.9,1.65,0.2,2.0,4.0,5.464062288779576,5.860698984049611,6.122149517619938,6.352458240015645
0.6,0.1,-3.0,0.4,1.9,1.65,0.22,2.0,4.0,5.462864002328626,5.860237314919178,6.121847860976989,6.352219808291334
0.6,0.1,-3.0,0.4,1.9,1.65,0.24,2.0,4.0,5.461636613472556,5.859758587449431,6.121533708028506,6.351971130955286
0.6,0.1,-3.0,0.4,1.9,1.7,0.2,2.0,4.0,5.465831107640461,5.861369331948492,6.122585423771882,6.352802353948631
0.6,0.1,-3.0,0.4,1.9,1.7,0.22,2.0,4.0,5.4646761888399755,5.860933193214285,6.122302087123069,6.35257872788804
0.6,0.1,-3.0,0.4,1.9,1.7,0.24,2.0,4.0,5.463492894996796,5.860480338990603,6.122006808752684,6.352345479647243
0.6,0.1,-3.0,0.5,1.8,1.6,0.2,2.0,4.0,5.374468865314558,5.816066157777118,6.088682462375632,6.324124399701535
0.6,0.1,-3.0,0.5,1.8,1.6,0.22,2.0,4.0,5.373035459694534,5.81560185226137,6.088387430104347,6.323881664851632
0.6,0.1,-3.0,0.5,1.8,1.6,0.24,2.0,4.0,5.371564028341229,5.8151192582386315,6.088079743093288,6.323628357818193
0.6,0.1,-3.0,0.5,1.8,1.65,0.2,2.0,4.0,5.376642472717766,5.816758378201977,6.089120756092714,6.324484927098134
0.6,0.1,-3.0,0.5,1.8,1.65,0.22,2.0,4.0,5.3752672920861,5.81632214524742,6.088844745800679,6.324257885983973
0.6,0.1,-3.0,0.5,1.8,1.65,0.24,2.0,4.0,5.373855190567019,5.815868106031858,6.088556727755715,6.324020965452148
0.6,0.1,-3.0,0.5,1.8,1.7,0.2,2.0,4.0,5.37866591122577,5.817388831978199,6.0895187115786,6.324812465107077
0.6,0.1,-3.0,0.5,1.8,1.7,0.22,2.0,4.0,5.37734563811503,5.816979054199567,6.089260158070196,6.324599625219454
0.6,0.1,-3.0,0.5,1.8,1.7,0.24,2.0,4.0,5.3759894557631505,5.816551982475726,6.088990245652684,6.324377566036017
0.6,0.1,-3.0,0.5,1.85,1.6,0.2,2.0,4.0,5.373298888156131,5.815753150245724,6.088477919449358,6.323952359738455
0.6,0.1,-3.0,0.5,1.85,1.6,0.22,2.0,4.0,5.371821115280408,5.815276632397328,6.088175137993598,6.323703112245494
0.6,0.1,-3.0,0.5,1.85,1.6,0.24,2.0,4.0,5.370303840214572,5.814781343994,6.087859384057843,6.323443022512766
0.6,0.1,-3.0,0.5,1.85,1.65,0.2,2.0,4.0,5.375539239294819,5.816463581346838,6.08892775428798,6.324322585625297
0.6,0.1,-3.0,0.5,1.85,1.65,0.22,2.0,4.0,5.374121905690859,5.816015871280323,6.088644471820863,6.3240894332554785
0.6,0.1,-3.0,0.5,1.85,1.65,0.24,2.0,4.0,5.372666253563054,5.815549889231788,6.088348880549871,6.323846148701476
0.6,0.1,-3.0,0.5,1.85,1.7,0.2,2.0,4.0,5.377624249906782,5.817110631487414,6.089336223280112,6.324658963061778
0.6,0.1,-3.0,0.5,1.85,1.7,0.22,2.0,4.0,5.376263861836681,5.8166900649686895,6.089070835100538,6.324440375980974
0.6,0.1,-3.0,0.5,1.85,1.7,0.24,2.0,4.0,5.37486623709386,5.816251754963379,6.088793803339277,6.324212333147822
0.6,0.1,-3.0,0.5,1.9,1.6,0.2,2.0,4.0,5.3721266113114226,5.815440548086914,6.088273583619645,6.323780400458738
0.6,0.1,-3.0,0.5,1.9,1.6,0.22,2.0,4.0,5.3706042284151,5.8149518565469425,6.087963076474231,6.323524652619071
0.6,0.1,-3.0,0.5,1.9,1.6,0.24,2.0,4.0,5.3690408440197555,5.814443914378344,6.087639281016845,6.3232577938193435
0.6,0.1,-3.0,0.5,1.9,1.65,0.2,2.0,4.0,5.374434045167235,5.816169133259139,6.088734926395828,6.324160308032252
0.6,0.1,-3.0,0.5,1.9,1.65,0.22,2.0,4.0,5.372974348148999,5.81570998159895,6.0884443924009055,6.323921054780769
0.6,0.1,-3.0,0.5,1.9,1.65,0.24,2.0,4.0,5.371474914843364,5.815232094228618,6.088141250345537,6.323671417780322
0.6,0.1,-3.0,0.5,1.9,1.7,0.2,2.0,4.0,5.376580913043135,5.816832729530031,6.089153880737451,6.324505511221322
0.6,0.1,-3.0,0.5,1.9,1.7,0.22,2.0,4.0,5.375180227207394,5.816401406762293,6.088881675955531,6.324281185657355
0.6,0.1,-3.0,0.5,1.9,1.7,0.24,2.0,4.0,5.373740959499719,5.815951892953748,6.088597544592746,6.324047168954644
0.6,0.1,-3.0,0.6,1.8,1.6,0.2,2.0,4.0,5.275469522493033,5.77008619009178,6.054731121139932,6.294799446582347
0.6,0.1,-3.0,0.6,1.8,1.6,0.22,2.0,4.0,5.2737568694133055,5.769630992478171,6.054448805363855,6.294559761748324
0.6,0.1,-3.0,0.6,1.8,1.6,0.24,2.0,4.0,5.271994321477532,5.769156138725471,6.054153918602772,6.294309632684714
0.6,0.1,-3.0,0.6,1.8,1.65,0.2,2.0,4.0,5.278058058422709,5.770761697158759,6.055149818549614,6.2951555265252
0.6,0.1,-3.0,0.6,1.8,1.65,0.22,2.0,4.0,5.276421578717445,5.770336440685669,6.05488624029022,6.2949312687224985
0.6,0.1,-3.0,0.6,1.8,1.65,0.24,2.0,4.0,5.2747368299402835,5.76989222594945,6.054610856370386,6.294697309935408
0.6,0.1,-3.0,0.6,1.8,1.7,0.2,2.0,4.0,5.280458102280699,5.77137354712188,6.055529393003574,6.295479224561911
0.6,0.1,-3.0,0.6,1.8,1.7,0.22,2.0,4.0,5.2788931783209625,5.770976234064587,6.055282836300608,6.295268851496467
0.6,0.1,-3.0,0.6,1.8,1.7,0.24,2.0,4.0,5.2772814893000675,5.770560685123328,6.055025223180149,6.295049472431239
0.6,0.1,-3.0,0.6,1.85,1.6,0.2,2.0,4.0,5.274160090582624,5.76977747482755,6.0545310879677325,6.294626035036993
0.6,0.1,-3.0,0.6,1.85,1.6,0.22,2.0,4.0,5.272395388101336,5.769310424224895,6.0542413661440015,6.294379945873043
0.6,0.1,-3.0,0.6,1.85,1.6,0.24,2.0,4.0,5.270578967306936,5.768823218614105,6.05393876418436,6.294123151811779
0.6,0.1,-3.0,0.6,1.85,1.65,0.2,2.0,4.0,5.276826751652334,5.770470599613695,6.054960808093331,6.294991662542712
0.6,0.1,-3.0,0.6,1.85,1.65,0.22,2.0,4.0,5.275140956102876,5.770034247866695,6.0546902851822395,6.2947613870235966
